Longitude,Latitude
nan,nan
nan,nan
1934.45,1897.54
1936.54,1898.93
1938.64,1900.32
1940.72,1901.72
1942.8,1903.11
1944.9,1904.51
1946.99,1905.91
1949.07,1907.3
1951.16,1908.69
1953.22,1910.07
1955.3,1911.46
1957.38,1912.85
1959.45,1914.25
1961.51,1915.64
1963.58,1917.02
1965.64,1918.41
1967.69,1919.79
1969.9,1921.28
1971.97,1922.67
1974.02,1924.04
1976.07,1925.43
1970.12,1934.24
1972.07,1935.76
1974.07,1937.24
1976.19,1938.83
1978.17,1940.31
1980.16,1941.78
1982.14,1943.27
1984.13,1944.75
1986.12,1946.24
1988.25,1947.83
1990.25,1949.31
1992.24,1950.8
1994.24,1952.29
1996.24,1953.78
1998.24,1955.27
2000.24,1956.77
2002.25,1958.27
2004.26,1959.77
2006.27,1961.28
2008.28,1962.78
2010.3,1964.29
2012.32,1965.79
2014.34,1967.29
2016.36,1968.8
2018.24,1970.2
2020.26,1971.71
2022.3,1973.22
2024.33,1974.73
2026.36,1976.25
2028.4,1977.76
2030.29,1979.18
2032.34,1980.7
2034.39,1982.22
2036.44,1983.74
2038.35,1985.16
2040.4,1986.69
2042.45,1988.23
2044.35,1989.65
2046.41,1991.2
2048.48,1992.76
2050.38,1994.18
2052.44,1995.73
2054.5,1997.28
2056.42,1998.73
2058.48,2000.28
2060.39,2001.72
2062.47,2003.29
2064.41,2004.74
2066.49,2006.3
2068.43,2007.76
2070.52,2009.32
2072.45,2010.77
2074.38,2012.21
2076.44,2013.8
2078.37,2015.27
2080.45,2016.87
2082.39,2018.35
2084.33,2019.83
1970.12,1934.24
1972.17,1935.62
1974.23,1937.01
1976.43,1938.5
1978.47,1939.88
1980.53,1941.26
1982.58,1942.65
1984.64,1944.03
1986.71,1945.42
1988.91,1946.9
1990.97,1948.29
1993.04,1949.67
1995.11,1951.06
1997.18,1952.45
1999.25,1953.84
2001.34,1955.23
2003.41,1956.63
2005.49,1958.03
2007.59,1959.44
2009.67,1960.82
2011.76,1962.22
2013.86,1963.61
2015.96,1965.01
2018.05,1966.41
2020.01,1967.71
2022.11,1969.11
2024.21,1970.52
2026.32,1971.92
2028.43,1973.34
2030.53,1974.74
2032.51,1976.06
2034.62,1977.48
2036.74,1978.9
2038.87,1980.32
2040.84,1981.64
2042.98,1983.05
2045.11,1984.47
2047.1,1985.79
2049.24,1987.22
2051.39,1988.65
2053.38,1989.96
2055.52,1991.39
2057.68,1992.81
2059.68,1994.14
2061.83,1995.58
2063.83,1996.92
2065.98,1998.36
2067.99,1999.71
2070.16,2001.16
2072.17,2002.51
2074.34,2003.96
2076.35,2005.31
2078.36,2006.66
2080.54,2008.12
2082.56,2009.47
2084.73,2010.94
2086.75,2012.3
2088.77,2013.65
1970.12,1934.24
1972.17,1935.62
1974.23,1937.01
1976.43,1938.5
1978.47,1939.88
1980.53,1941.26
1982.58,1942.65
1984.64,1944.03
1986.71,1945.42
1988.91,1946.9
1990.97,1948.29
1993.04,1949.67
1995.11,1951.06
1997.18,1952.45
1999.25,1953.84
2001.34,1955.23
2003.41,1956.63
2005.49,1958.03
2007.59,1959.44
2009.67,1960.82
2011.76,1962.22
2013.86,1963.61
2015.96,1965.01
2018.05,1966.41
2020.01,1967.71
2022.11,1969.11
2024.21,1970.52
2026.32,1971.92
2028.43,1973.34
2030.53,1974.74
2032.51,1976.06
2034.62,1977.48
2036.74,1978.9
2038.87,1980.32
2040.84,1981.64
2042.98,1983.05
2045.11,1984.47
2047.1,1985.79
2049.24,1987.22
2051.39,1988.65
2053.38,1989.96
2055.52,1991.39
2057.68,1992.81
2059.68,1994.14
2061.83,1995.58
2063.83,1996.92
2065.98,1998.36
2067.99,1999.71
2070.16,2001.16
2072.17,2002.51
2074.34,2003.96
2076.35,2005.31
2078.36,2006.66
2080.54,2008.12
2082.56,2009.47
2084.73,2010.94
2086.75,2012.3
2088.77,2013.65
1972.18,1931.21
1974.23,1932.59
1976.28,1933.97
1978.48,1935.45
1980.53,1936.82
1982.59,1938.2
1984.65,1939.58
1986.71,1940.96
1988.78,1942.35
1990.98,1943.82
1993.05,1945.2
1995.11,1946.58
1997.19,1947.96
1999.27,1949.35
2001.34,1950.74
2003.42,1952.14
2005.5,1953.53
2007.59,1954.93
2009.68,1956.33
2011.75,1957.72
2013.84,1959.12
2015.93,1960.53
2018.02,1961.93
2020.11,1963.33
2022.07,1964.63
2024.17,1966.03
2026.28,1967.44
2028.38,1968.84
2030.5,1970.25
2032.61,1971.66
2034.58,1972.98
2036.69,1974.39
2038.82,1975.81
2040.95,1977.22
2042.92,1978.54
2045.05,1979.96
2047.18,1981.38
2049.16,1982.7
2051.31,1984.13
2053.45,1985.56
2055.44,1986.88
2057.57,1988.31
2059.73,1989.75
2061.72,1991.08
2063.88,1992.52
2065.88,1993.86
2068.04,1995.3
2070.05,1996.65
2072.22,1998.09
2074.23,1999.44
2076.4,2000.89
2078.42,2002.24
2080.43,2003.59
2082.6,2005.05
2084.62,2006.41
2086.8,2007.87
2088.82,2009.22
2090.83,2010.58
1972.18,1931.21
1974.23,1932.59
1976.28,1933.97
1978.48,1935.45
1980.53,1936.82
1982.59,1938.2
1984.65,1939.58
1986.71,1940.96
1988.78,1942.35
1990.98,1943.82
1993.05,1945.2
1995.11,1946.58
1997.19,1947.96
1999.27,1949.35
2001.34,1950.74
2003.42,1952.14
2005.5,1953.53
2007.59,1954.93
2009.68,1956.33
2011.75,1957.72
2013.84,1959.12
2015.93,1960.53
2018.02,1961.93
2020.11,1963.33
2022.07,1964.63
2024.17,1966.03
2026.28,1967.44
2028.38,1968.84
2030.5,1970.25
2032.61,1971.66
2034.58,1972.98
2036.69,1974.39
2038.82,1975.81
2040.95,1977.22
2042.92,1978.54
2045.05,1979.96
2047.18,1981.38
2049.16,1982.7
2051.31,1984.13
2053.45,1985.56
2055.44,1986.88
2057.57,1988.31
2059.73,1989.75
2061.72,1991.08
2063.88,1992.52
2065.88,1993.86
2068.04,1995.3
2070.05,1996.65
2072.22,1998.09
2074.23,1999.44
2076.4,2000.89
2078.42,2002.24
2080.43,2003.59
2082.6,2005.05
2084.62,2006.41
2086.8,2007.87
2088.82,2009.22
2090.83,2010.58
1974.1,1928.35
1976.16,1929.73
1978.21,1931.1
1980.41,1932.57
1982.48,1933.94
1984.53,1935.32
1986.59,1936.69
1988.65,1938.07
1990.73,1939.45
1992.93,1940.92
1994.99,1942.29
1997.07,1943.67
1999.14,1945.05
2001.22,1946.44
2003.3,1947.82
2005.38,1949.21
2007.47,1950.6
2009.56,1951.99
2011.66,1953.39
2013.73,1954.78
2015.82,1956.17
2017.92,1957.57
2020.02,1958.97
2022.11,1960.38
2024.05,1961.69
2026.14,1963.12
2028.23,1964.52
2030.34,1965.92
2032.46,1967.34
2034.56,1968.75
2036.53,1970.06
2038.64,1971.48
2040.76,1972.89
2042.89,1974.32
2044.86,1975.63
2046.99,1977.05
2049.13,1978.48
2051.11,1979.8
2053.25,1981.23
2055.4,1982.67
2057.37,1983.99
2059.52,1985.41
2061.67,1986.85
2063.66,1988.19
2065.82,1989.63
2067.82,1990.97
2069.98,1992.42
2071.99,1993.76
2074.15,1995.21
2076.17,1996.56
2078.34,1998.01
2080.35,1999.35
2082.38,2000.7
2084.55,2002.15
2086.58,2003.5
2088.76,2004.96
2090.79,2006.31
2092.8,2007.66
1974.1,1928.35
1976.16,1929.73
1978.21,1931.1
1980.41,1932.57
1982.48,1933.94
1984.53,1935.32
1986.59,1936.69
1988.65,1938.07
1990.73,1939.45
1992.93,1940.92
1994.99,1942.29
1997.07,1943.67
1999.14,1945.05
2001.22,1946.44
2003.3,1947.82
2005.38,1949.21
2007.47,1950.6
2009.56,1951.99
2011.66,1953.39
2013.73,1954.78
2015.82,1956.17
2017.92,1957.57
2020.02,1958.97
2022.11,1960.38
2024.05,1961.69
2026.14,1963.12
2028.23,1964.52
2030.34,1965.92
2032.46,1967.34
2034.56,1968.75
2036.53,1970.06
2038.64,1971.48
2040.76,1972.89
2042.89,1974.32
2044.86,1975.63
2046.99,1977.05
2049.13,1978.48
2051.11,1979.8
2053.25,1981.23
2055.4,1982.67
2057.37,1983.99
2059.52,1985.41
2061.67,1986.85
2063.66,1988.19
2065.82,1989.63
2067.82,1990.97
2069.98,1992.42
2071.99,1993.76
2074.15,1995.21
2076.17,1996.56
2078.34,1998.01
2080.35,1999.35
2082.38,2000.7
2084.55,2002.15
2086.58,2003.5
2088.76,2004.96
2090.79,2006.31
2092.8,2007.66
1976.07,1925.43
1978.13,1926.81
1980.17,1928.18
1982.37,1929.65
1984.43,1931.02
1986.49,1932.4
1988.55,1933.78
1990.61,1935.15
1992.68,1936.54
1994.87,1938.01
1996.94,1939.38
1999.01,1940.76
2001.09,1942.15
2003.16,1943.54
2005.24,1944.92
2007.34,1946.31
2009.41,1947.7
2011.5,1949.09
2013.6,1950.49
2015.67,1951.87
2017.76,1953.26
2019.86,1954.66
2021.97,1956.07
2024.07,1957.47
2026.03,1958.77
2028.12,1960.18
2030.21,1961.57
2032.32,1962.97
2034.44,1964.39
2036.54,1965.8
2038.51,1967.12
2040.62,1968.54
2042.74,1969.96
2044.87,1971.38
2046.83,1972.7
2048.96,1974.12
2051.1,1975.54
2053.08,1976.87
2055.22,1978.29
2057.37,1979.73
2059.34,1981.04
2061.49,1982.47
2063.65,1983.91
2065.64,1985.24
2067.8,1986.68
2069.81,1988.02
2071.97,1989.46
2073.98,1990.8
2076.14,1992.24
2078.17,1993.59
2080.33,1995.03
2082.35,1996.38
2084.37,1997.73
2086.54,1999.19
2088.56,2000.55
2090.74,2002.01
2092.76,2003.36
2094.78,2004.72
2088.77,2013.65
2090.98,2015.09
2093,2016.46
2095.04,2017.82
2097.21,2019.28
2099.24,2020.63
2101.25,2021.98
2103.43,2023.43
2105.46,2024.78
2105.51,2024.81
2105.51,2024.81
2107.64,2026.23
2109.66,2027.57
2111.83,2029.01
2113.85,2030.36
2115.87,2031.7
2118.05,2033.16
2120.05,2034.5
2122.22,2035.95
2124.24,2037.29
2126.41,2038.74
2128.42,2040.09
2130.44,2041.43
2132.6,2042.88
2134.62,2044.23
2136.8,2045.68
2138.81,2047.03
2140.98,2048.46
2142.99,2049.81
2145.16,2051.25
2147.17,2052.59
2149.18,2053.93
2151.34,2055.37
2153.35,2056.71
2155.51,2058.16
2157.51,2059.5
2159.68,2060.94
2161.69,2062.28
2163.85,2063.72
2165.86,2065.05
2168.01,2066.49
2170.02,2067.82
2172.18,2069.26
2174.17,2070.59
2176.34,2072.03
2178.34,2073.37
2180.49,2074.81
2182.64,2076.26
2184.65,2077.6
2186.79,2079.04
2188.79,2080.39
2190.95,2081.85
2192.95,2083.17
2195.11,2084.6
2197.1,2085.94
2199.24,2087.37
2201.38,2088.8
2203.36,2090.12
2205.49,2091.55
2207.6,2092.96
2209.71,2094.38
2211.82,2095.78
2213.77,2097.09
2215.86,2098.49
2217.95,2099.89
2220.03,2101.28
2222.26,2102.76
2224.32,2104.13
2226.39,2105.51
2228.42,2106.87
2230.47,2108.23
2232.65,2109.69
2234.68,2111.04
2236.84,2112.49
2238.85,2113.83
2241,2115.26
2243,2116.59
2245.14,2118.02
2247.28,2119.44
2249.26,2120.75
2251.36,2122.16
2253.46,2123.57
2255.56,2124.98
2257.65,2126.38
2259.74,2127.78
2261.83,2129.17
2263.91,2130.56
2265.99,2131.95
2268.07,2133.33
2270.13,2134.69
2272.19,2136.06
2274.23,2137.42
2276.42,2138.87
2278.46,2140.24
2280.5,2141.61
2282.67,2143.06
2284.7,2144.42
2286.73,2145.78
2288.87,2147.22
2290.89,2148.57
2293.02,2150.01
2295.03,2151.37
2297.18,2152.79
2299.32,2154.22
2301.32,2155.55
2303.47,2156.98
2305.49,2158.33
2307.64,2159.76
2309.63,2161.1
2311.78,2162.53
2313.79,2163.88
2315.95,2165.33
2317.97,2166.68
2320.14,2168.12
2322.17,2169.48
2324.2,2170.84
2326.37,2172.3
2328.4,2173.67
2330.45,2175.03
2332.63,2176.5
2334.67,2177.86
2336.72,2179.24
2338.76,2180.61
2340.82,2181.98
2343,2183.44
2345.05,2184.81
2347.09,2186.16
2349.27,2187.61
2351.31,2188.96
2353.34,2190.31
2355.51,2191.76
2357.52,2193.12
2359.68,2194.56
2361.7,2195.91
2363.84,2197.35
2365.86,2198.7
2367.99,2200.12
2369.99,2201.46
2372.11,2202.89
2374.24,2204.31
2376.24,2205.65
2378.37,2207.07
2380.48,2208.49
2382.48,2209.83
2384.62,2211.26
2386.75,2212.67
2388.74,2214.01
2390.87,2215.43
2393.01,2216.84
2395.01,2218.17
2397.14,2219.59
2399.27,2221
2401.27,2222.33
2403.41,2223.75
2405.39,2225.07
2407.52,2226.49
2409.64,2227.91
2411.64,2229.24
2413.76,2230.67
2415.88,2232.09
2417.88,2233.43
2420.01,2234.86
2422.14,2236.3
2424.14,2237.63
2426.28,2239.05
2428.41,2240.48
2430.41,2241.81
2432.55,2243.24
2434.55,2244.58
2436.69,2246.01
2438.7,2247.35
2440.84,2248.78
2442.98,2250.2
2444.98,2251.55
2447.11,2252.98
2449.12,2254.32
2451.27,2255.75
2453.28,2257.1
2455.42,2258.53
2457.57,2259.97
2459.6,2261.32
2461.64,2262.69
2463.8,2264.13
2465.84,2265.5
2467.89,2266.87
2469.95,2268.25
2472.01,2269.63
2474.21,2271.1
2476.29,2272.49
2478.37,2273.89
2480.46,2275.29
2482.54,2276.67
2484.63,2278.07
2486.59,2279.38
2488.68,2280.78
2490.78,2282.18
2492.88,2283.58
2494.98,2284.98
2497.07,2286.38
2499.18,2287.79
2501.29,2289.19
2503.38,2290.59
2505.34,2291.9
2507.45,2293.3
2509.55,2294.71
2511.66,2296.11
2513.77,2297.52
2515.87,2298.93
2517.84,2300.25
2519.96,2301.67
2522.07,2303.08
2524.17,2304.49
2526.29,2305.9
2528.26,2307.22
2530.38,2308.64
2532.5,2310.05
2534.61,2311.46
2536.59,2312.79
2538.71,2314.2
2540.84,2315.62
2542.94,2317.04
2544.93,2318.36
2547.05,2319.78
2549.18,2321.19
2551.16,2322.52
2553.29,2323.93
2555.41,2325.35
2557.54,2326.76
2559.52,2328.09
2561.66,2329.51
2563.77,2330.91
2565.75,2332.23
2567.88,2333.64
2570,2335.06
2572.12,2336.47
2574.09,2337.78
2576.21,2339.19
2578.33,2340.6
2580.45,2342.02
2582.55,2343.43
2584.51,2344.75
2586.62,2346.16
2588.73,2347.57
2590.83,2348.97
2592.93,2350.38
2595.03,2351.78
2597.13,2353.18
2599.23,2354.58
2601.33,2355.98
2603.43,2357.37
2605.38,2358.67
2607.47,2360.07
2609.57,2361.47
2611.66,2362.87
2613.76,2364.27
2615.85,2365.66
2617.94,2367.07
2620.04,2368.47
2622.15,2369.88
2624.23,2371.26
2626.32,2372.65
2628.41,2374.05
2630.5,2375.44
2632.59,2376.83
2634.68,2378.22
2636.77,2379.61
2638.85,2381
2640.93,2382.39
2642.99,2383.77
2645.05,2385.15
2647.12,2386.53
2649.18,2387.91
2651.37,2389.38
2653.43,2390.75
2655.48,2392.13
2657.53,2393.5
2659.58,2394.87
2661.77,2396.33
2663.81,2397.69
2665.85,2399.06
2668.03,2400.52
2670.08,2401.88
2672.12,2403.25
2674.17,2404.61
2676.35,2406.07
2678.4,2407.44
2680.46,2408.81
2682.5,2410.18
2684.55,2411.55
2686.74,2413.02
2688.79,2414.39
2690.85,2415.76
2692.9,2417.13
2695.09,2418.59
2697.16,2419.96
2699.21,2421.34
2701.27,2422.72
2703.32,2424.08
2705.38,2425.45
2707.58,2426.92
2709.64,2428.3
2711.72,2429.69
2713.79,2431.07
2715.86,2432.45
2717.95,2433.85
2720.04,2435.24
2722.12,2436.63
2724.21,2438.03
2726.31,2439.43
2728.28,2440.74
2730.38,2442.15
2732.49,2443.56
2734.59,2444.98
2736.7,2446.4
2738.68,2447.72
2740.8,2449.14
2742.91,2450.56
2745.02,2451.97
2747,2453.3
2749.11,2454.72
2751.23,2456.14
2753.35,2457.56
2755.46,2458.98
2757.45,2460.3
2759.57,2461.72
2761.68,2463.14
2763.81,2464.56
2765.78,2465.88
2767.91,2467.3
2770.03,2468.72
2772.02,2470.05
2774.13,2471.47
2776.25,2472.89
2778.38,2474.32
2780.37,2475.65
2782.49,2477.07
2784.61,2478.49
2786.6,2479.82
2788.73,2481.24
2790.86,2482.66
2792.85,2483.99
2794.97,2485.41
2797.11,2486.83
2799.1,2488.16
2801.24,2489.59
2803.35,2491
2805.35,2492.33
2807.47,2493.75
2809.61,2495.17
2811.59,2496.51
2813.72,2497.93
2815.84,2499.35
2817.83,2500.68
2819.96,2502.11
2822.1,2503.53
2824.21,2504.94
2826.2,2506.26
2828.31,2507.68
2830.44,2509.09
2832.56,2510.51
2834.53,2511.83
2836.65,2513.26
2838.79,2514.69
2840.77,2516.01
2842.88,2517.43
2845.02,2518.86
2847.01,2520.19
2849.15,2521.62
2851.28,2523.05
2853.28,2524.38
2855.42,2525.81
2857.55,2527.24
2859.55,2528.57
2861.7,2530
2863.7,2531.33
2865.84,2532.76
2867.98,2534.19
2869.98,2535.53
2872.11,2536.96
2874.11,2538.29
2876.25,2539.72
2878.39,2541.15
2880.39,2542.49
2882.54,2543.92
2884.67,2545.35
2886.67,2546.68
2888.8,2548.11
2890.79,2549.45
2892.94,2550.88
2895.07,2552.3
2897.06,2553.63
2899.2,2555.06
2901.34,2556.48
2903.34,2557.82
2905.46,2559.24
2907.6,2560.66
2909.59,2561.99
2911.72,2563.42
2913.72,2564.74
2915.84,2566.16
2917.97,2567.58
2920.09,2568.99
2922.08,2570.32
2924.2,2571.75
2926.29,2573.15
2928.4,2574.56
2930.51,2575.97
2932.48,2577.29
2934.59,2578.7
2936.7,2580.12
2938.8,2581.53
2940.92,2582.94
2942.91,2584.27
2945.02,2585.68
2947.14,2587.09
2949.27,2588.51
2951.26,2589.83
2953.4,2591.25
2955.52,2592.66
2957.5,2593.99
2959.63,2595.42
2961.77,2596.85
2963.77,2598.19
2965.9,2599.62
2968.03,2601.04
2970.03,2602.38
2972.17,2603.8
2972.36,2603.93
2972.36,2603.93
2974.31,2605.22
2976.3,2606.54
2978.44,2607.96
2980.43,2609.29
2982.58,2610.74
2090.83,2010.58
2093.03,2012.05
2095.06,2013.42
2097.09,2014.78
2099.25,2016.23
2101.28,2017.58
2103.3,2018.93
2105.48,2020.38
2107.5,2021.73
2109.68,2023.17
2111.7,2024.52
2113.88,2025.96
2115.89,2027.31
2117.91,2028.66
2120.09,2030.11
2122.1,2031.45
2124.27,2032.9
2126.28,2034.25
2128.45,2035.7
2130.47,2037.05
2132.48,2038.4
2134.65,2039.85
2136.66,2041.2
2138.82,2042.65
2140.85,2043.99
2143,2045.43
2145.02,2046.77
2147.18,2048.21
2149.2,2049.55
2151.21,2050.89
2153.37,2052.34
2155.38,2053.68
2157.54,2055.13
2159.55,2056.47
2161.71,2057.91
2163.73,2059.25
2165.87,2060.69
2167.88,2062.03
2170.03,2063.47
2172.04,2064.8
2174.2,2066.24
2176.21,2067.57
2178.36,2069.01
2180.36,2070.35
2182.52,2071.78
2184.69,2073.23
2186.7,2074.57
2188.84,2076.01
2190.83,2077.35
2193,2078.78
2195,2080.11
2197.15,2081.55
2199.15,2082.88
2201.29,2084.31
2203.43,2085.74
2205.41,2087.07
2207.54,2088.49
2209.66,2089.91
2211.77,2091.32
2213.87,2092.72
2215.83,2094.03
2217.92,2095.43
2220.01,2096.82
2222.08,2098.22
2224.3,2099.7
2226.36,2101.08
2228.43,2102.46
2230.47,2103.82
2232.51,2105.19
2234.69,2106.64
2236.72,2108
2238.88,2109.44
2240.89,2110.78
2243.04,2112.21
2245.04,2113.55
2247.18,2114.97
2249.32,2116.39
2251.3,2117.7
2253.42,2119.1
2255.52,2120.51
2257.62,2121.92
2259.72,2123.33
2261.8,2124.73
2263.88,2126.11
2265.96,2127.5
2268.03,2128.88
2270.11,2130.26
2272.17,2131.63
2274.22,2133
2276.28,2134.37
2278.47,2135.83
2280.5,2137.2
2282.54,2138.57
2284.71,2140.02
2286.74,2141.38
2288.78,2142.73
2290.93,2144.16
2292.95,2145.5
2295.09,2146.94
2297.11,2148.28
2299.25,2149.72
2301.38,2151.16
2303.38,2152.5
2305.51,2153.93
2307.52,2155.29
2309.67,2156.71
2311.68,2158.05
2313.83,2159.48
2315.85,2160.82
2318.01,2162.26
2320.03,2163.62
2322.19,2165.06
2324.23,2166.42
2326.26,2167.79
2328.43,2169.25
2330.47,2170.61
2332.51,2171.98
2334.68,2173.44
2336.72,2174.81
2338.78,2176.18
2340.82,2177.54
2342.88,2178.93
2345.05,2180.39
2347.1,2181.77
2349.12,2183.13
2351.3,2184.58
2353.33,2185.94
2355.37,2187.3
2357.52,2188.75
2359.55,2190.1
2361.71,2191.54
2363.72,2192.89
2365.88,2194.33
2367.89,2195.68
2370.02,2197.1
2372.02,2198.44
2374.15,2199.86
2376.27,2201.29
2378.26,2202.62
2380.39,2204.05
2382.52,2205.47
2384.52,2206.81
2386.65,2208.24
2388.77,2209.66
2390.76,2210.99
2392.89,2212.41
2395.03,2213.82
2397.03,2215.15
2399.15,2216.57
2401.29,2217.98
2403.29,2219.31
2405.42,2220.73
2407.42,2222.05
2409.54,2223.47
2411.67,2224.89
2413.67,2226.22
2415.8,2227.64
2417.92,2229.07
2419.91,2230.41
2422.05,2231.83
2424.19,2233.27
2426.18,2234.59
2428.31,2236.01
2430.45,2237.44
2432.45,2238.78
2434.58,2240.21
2436.59,2241.54
2438.73,2242.97
2440.73,2244.31
2442.88,2245.74
2445.01,2247.17
2447.02,2248.51
2449.16,2249.94
2451.16,2251.28
2453.3,2252.72
2455.32,2254.06
2457.46,2255.49
2459.62,2256.93
2461.64,2258.28
2463.68,2259.64
2465.84,2261.08
2467.89,2262.45
2469.94,2263.82
2472,2265.2
2474.06,2266.58
2476.26,2268.05
2478.34,2269.45
2480.41,2270.84
2482.5,2272.24
2484.59,2273.62
2486.68,2275.02
2488.63,2276.33
2490.73,2277.73
2492.82,2279.13
2494.92,2280.53
2497.02,2281.93
2499.12,2283.34
2501.22,2284.74
2503.33,2286.15
2505.42,2287.54
2507.38,2288.85
2509.49,2290.26
2511.59,2291.66
2513.7,2293.07
2515.81,2294.47
2517.92,2295.89
2519.89,2297.2
2522.01,2298.62
2524.11,2300.02
2526.23,2301.43
2528.33,2302.84
2530.32,2304.16
2532.43,2305.57
2534.55,2306.98
2536.67,2308.39
2538.65,2309.71
2540.77,2311.13
2542.9,2312.56
2545,2313.97
2546.98,2315.29
2549.1,2316.71
2551.23,2318.13
2553.21,2319.45
2555.34,2320.87
2557.47,2322.28
2559.59,2323.7
2561.58,2325.03
2563.7,2326.46
2565.81,2327.87
2567.79,2329.2
2569.91,2330.62
2572.03,2332.03
2574.15,2333.44
2576.13,2334.75
2578.25,2336.16
2580.36,2337.57
2582.48,2338.99
2584.59,2340.4
2586.55,2341.72
2588.65,2343.13
2590.76,2344.53
2592.86,2345.94
2594.96,2347.34
2597.06,2348.74
2599.16,2350.14
2601.26,2351.54
2603.37,2352.94
2605.46,2354.32
2607.42,2355.62
2609.51,2357.02
2611.61,2358.42
2613.7,2359.82
2615.8,2361.21
2617.9,2362.61
2619.99,2364.01
2622.09,2365.41
2624.19,2366.81
2626.28,2368.2
2628.37,2369.59
2630.46,2370.99
2632.55,2372.38
2634.65,2373.77
2636.73,2375.17
2638.81,2376.56
2640.89,2377.94
2642.97,2379.34
2645.03,2380.71
2647.11,2382.1
2649.17,2383.48
2651.23,2384.86
2653.42,2386.33
2655.48,2387.7
2657.53,2389.07
2659.58,2390.44
2661.63,2391.81
2663.82,2393.28
2665.86,2394.64
2667.9,2396.01
2670.08,2397.46
2672.12,2398.83
2674.17,2400.2
2676.21,2401.56
2678.39,2403.02
2680.45,2404.39
2682.51,2405.77
2684.55,2407.13
2686.6,2408.5
2688.79,2409.96
2690.85,2411.33
2692.9,2412.71
2694.94,2414.09
2697.13,2415.55
2699.19,2416.93
2701.24,2418.3
2703.31,2419.68
2705.35,2421.04
2707.42,2422.42
2709.61,2423.89
2711.69,2425.26
2713.76,2426.65
2715.83,2428.03
2717.9,2429.41
2719.99,2430.81
2722.08,2432.2
2724.16,2433.59
2726.26,2434.99
2728.36,2436.39
2730.32,2437.7
2732.42,2439.11
2734.53,2440.52
2736.64,2441.94
2738.76,2443.35
2740.73,2444.68
2742.85,2446.1
2744.96,2447.51
2747.07,2448.93
2749.04,2450.26
2751.16,2451.67
2753.28,2453.09
2755.4,2454.51
2757.52,2455.93
2759.49,2457.25
2761.61,2458.68
2763.73,2460.09
2765.86,2461.51
2767.83,2462.83
2769.95,2464.26
2772.08,2465.67
2774.06,2467
2776.19,2468.42
2778.31,2469.84
2780.44,2471.26
2782.43,2472.6
2784.54,2474.02
2786.66,2475.44
2788.66,2476.77
2790.78,2478.19
2792.91,2479.61
2794.89,2480.94
2797.03,2482.36
2799.15,2483.78
2801.14,2485.11
2803.28,2486.54
2805.4,2487.95
2807.39,2489.28
2809.52,2490.7
2811.65,2492.12
2813.64,2493.46
2815.77,2494.88
2817.9,2496.3
2819.88,2497.63
2822.01,2499.05
2824.15,2500.47
2826.26,2501.88
2828.24,2503.21
2830.37,2504.62
2832.48,2506.04
2834.6,2507.46
2836.58,2508.79
2838.7,2510.21
2840.84,2511.64
2842.82,2512.96
2844.94,2514.37
2847.07,2515.79
2849.06,2517.13
2851.2,2518.55
2853.33,2519.98
2855.33,2521.32
2857.47,2522.75
2859.61,2524.18
2861.61,2525.51
2863.75,2526.95
2865.74,2528.28
2867.89,2529.7
2870.03,2531.13
2872.03,2532.47
2874.18,2533.89
2876.17,2535.23
2878.31,2536.66
2880.45,2538.09
2882.45,2539.42
2884.6,2540.86
2886.73,2542.29
2888.72,2543.62
2890.85,2545.05
2892.85,2546.38
2894.99,2547.81
2897.13,2549.23
2899.13,2550.56
2901.26,2551.98
2903.41,2553.41
2905.4,2554.75
2907.52,2556.17
2909.66,2557.6
2911.65,2558.94
2913.78,2560.36
2915.77,2561.7
2917.89,2563.12
2920,2564.55
2922.12,2565.97
2924.1,2567.3
2926.24,2568.71
2928.34,2570.11
2930.46,2571.51
2932.56,2572.92
2934.54,2574.23
2936.65,2575.63
2938.77,2577.04
2940.87,2578.46
2942.98,2579.88
2944.96,2581.21
2947.07,2582.62
2949.19,2584.04
2951.31,2585.46
2953.3,2586.78
2955.42,2588.2
2957.56,2589.62
2959.55,2590.96
2961.68,2592.39
2963.81,2593.81
2965.81,2595.15
2967.94,2596.57
2970.07,2598
2972.07,2599.33
2974.2,2600.75
2976.35,2602.17
2978.34,2603.5
2980.48,2604.93
2982.47,2606.26
2984.63,2607.71
2090.83,2010.58
2093.03,2012.05
2095.06,2013.42
2097.09,2014.78
2099.25,2016.23
2101.28,2017.58
2103.3,2018.93
2105.48,2020.38
2107.5,2021.73
2109.68,2023.17
2111.7,2024.52
2113.88,2025.96
2115.89,2027.31
2117.91,2028.66
2120.09,2030.11
2122.1,2031.45
2124.27,2032.9
2126.28,2034.25
2128.45,2035.7
2130.47,2037.05
2132.48,2038.4
2134.65,2039.85
2136.66,2041.2
2138.82,2042.65
2140.85,2043.99
2143,2045.43
2145.02,2046.77
2147.18,2048.21
2149.2,2049.55
2151.21,2050.89
2153.37,2052.34
2155.38,2053.68
2157.54,2055.13
2159.55,2056.47
2161.71,2057.91
2163.73,2059.25
2165.87,2060.69
2167.88,2062.03
2170.03,2063.47
2172.04,2064.8
2174.2,2066.24
2176.21,2067.57
2178.36,2069.01
2180.36,2070.35
2182.52,2071.78
2184.69,2073.23
2186.7,2074.57
2188.84,2076.01
2190.83,2077.35
2193,2078.78
2195,2080.11
2197.15,2081.55
2199.15,2082.88
