Longitude,Latitude
nan,nan
nan,nan
152.562,272.862
154.1,274.871
155.556,276.768
157.103,278.769
158.578,280.66
160.134,282.659
161.699,284.645
163.183,286.511
164.766,288.488
166.277,290.361
167.815,292.245
169.425,294.22
170.972,296.091
172.519,297.957
174.175,299.937
175.74,301.807
177.305,303.668
178.97,305.634
180.553,307.485
182.146,309.32
183.756,311.176
185.376,313.031
187.004,314.887
188.642,316.738
190.379,318.687
192.035,320.527
193.7,322.374
195.283,324.108
196.966,325.934
198.676,327.784
200.395,329.68
201.997,331.475
203.707,333.369
146.591,264.912
148.102,266.945
149.612,268.964
151.033,270.853
152.562,272.862
154.1,274.871
155.556,276.768
157.103,278.769
158.578,280.66
160.134,282.659
161.699,284.645
163.183,286.511
164.766,288.488
166.277,290.361
167.815,292.245
169.425,294.22
170.972,296.091
172.519,297.957
174.175,299.937
175.74,301.807
177.305,303.668
178.97,305.634
180.553,307.485
182.146,309.32
183.756,311.176
185.376,313.031
187.004,314.887
188.642,316.738
190.379,318.687
192.035,320.527
193.7,322.374
195.283,324.108
196.966,325.934
198.676,327.784
200.395,329.68
201.997,331.475
203.707,333.369
149.534,262.751
151.027,264.79
152.519,266.811
153.912,268.696
155.423,270.706
156.934,272.717
158.381,274.616
159.91,276.621
161.358,278.515
162.896,280.516
164.443,282.504
165.899,284.373
167.456,286.352
168.939,288.23
170.45,290.12
172.042,292.1
173.562,293.978
175.082,295.851
176.711,297.839
178.258,299.713
179.805,301.562
181.47,303.486
183.071,305.31
184.664,307.119
186.292,308.95
187.93,310.791
189.559,312.644
191.187,314.484
192.915,316.422
194.562,318.251
196.236,320.102
197.783,321.862
199.43,323.7
201.113,325.571
202.841,327.471
204.47,329.243
206.189,331.107
198.462,338.12
200.109,339.911
201.864,341.814
203.529,343.591
205.339,345.554
201.098,335.728
202.727,337.51
204.473,339.401
206.129,341.176
207.947,343.114
201.098,335.728
202.727,337.51
204.473,339.401
206.129,341.176
207.947,343.114
203.707,333.369
205.317,335.15
207.045,337.038
208.674,338.808
210.475,340.743
203.707,333.369
205.317,335.15
207.045,337.038
208.674,338.808
210.475,340.743
206.189,331.107
207.817,332.859
209.555,334.715
211.192,336.451
213.011,338.353
201.154,349.639
203.009,351.459
204.792,353.176
206.565,354.904
208.447,356.744
210.239,358.483
212.048,360.21
213.84,361.927
215.631,363.675
217.432,365.424
219.251,367.18
221.07,368.925
222.879,370.67
224.698,372.422
226.517,374.19
228.326,375.959
230.019,377.621
231.837,379.418
233.665,381.191
235.402,382.865
237.257,384.649
239.076,386.422
240.777,388.094
242.605,389.902
244.469,391.693
246.252,393.355
248.161,395.142
250.134,396.87
251.962,398.416
253.916,400.073
255.889,401.745
257.79,403.267
259.817,404.849
261.69,406.347
263.699,407.951
265.708,409.557
267.591,411.064
269.564,412.664
271.554,414.282
273.419,415.8
275.392,417.441
277.346,419.096
279.183,420.652
281.138,422.318
282.975,423.88
284.939,425.547
286.876,427.214
288.686,428.802
290.631,430.498
292.459,432.09
294.387,433.823
296.197,435.458
298.16,437.16
205.339,345.554
207.103,347.444
208.795,349.231
210.496,351.02
212.315,352.915
214.034,354.703
215.762,356.495
217.49,358.294
219.237,360.103
220.974,361.899
222.72,363.699
224.476,365.497
226.24,367.3
228.004,369.107
229.787,370.903
231.57,372.701
233.253,374.393
235.044,376.213
236.818,378.021
238.492,379.732
240.319,381.517
242.147,383.303
243.848,384.985
245.676,386.784
247.495,388.591
249.196,390.287
251.051,392.066
252.897,393.859
254.598,395.521
256.435,397.31
258.272,399.086
260.001,400.759
261.837,402.543
263.566,404.215
265.421,405.985
267.276,407.761
269.031,409.429
270.868,411.19
272.723,412.963
274.461,414.626
276.325,416.398
278.189,418.169
279.926,419.825
281.791,421.589
283.546,423.246
285.419,425.014
287.283,426.766
289.039,428.419
290.532,429.849
290.532,429.849
290.903,430.206
292.65,431.886
294.523,433.679
296.278,435.362
298.16,437.16
205.339,345.554
207.103,347.444
208.795,349.231
210.496,351.02
212.315,352.915
214.034,354.703
215.762,356.495
217.49,358.294
219.237,360.103
220.974,361.899
222.72,363.699
224.476,365.497
226.24,367.3
228.004,369.107
229.787,370.903
231.57,372.701
233.253,374.393
235.044,376.213
236.818,378.021
238.492,379.732
240.319,381.517
242.147,383.303
243.848,384.985
245.676,386.784
247.495,388.591
249.196,390.287
251.051,392.066
252.897,393.859
254.598,395.521
256.435,397.31
258.272,399.086
260.001,400.759
261.837,402.543
263.566,404.215
265.421,405.985
267.276,407.761
269.031,409.429
270.868,411.19
272.723,412.963
274.461,414.626
276.325,416.398
278.189,418.169
279.926,419.825
281.791,421.589
283.546,423.246
285.419,425.014
287.283,426.766
289.039,428.419
290.532,429.849
290.532,429.849
290.903,430.206
292.65,431.886
294.523,433.679
296.278,435.362
298.16,437.16
207.947,343.114
209.721,344.977
211.413,346.747
213.114,348.532
214.924,350.415
216.643,352.196
218.38,353.986
220.108,355.782
221.855,357.583
223.583,359.369
225.329,361.158
227.094,362.949
228.858,364.75
230.613,366.547
232.387,368.345
234.151,370.145
235.834,371.815
236.803,372.765
236.803,372.765
237.662,373.607
239.472,375.393
241.155,377.067
242.956,378.855
244.766,380.67
246.467,382.382
248.249,384.191
250.086,385.967
251.796,387.639
253.615,389.419
255.479,391.202
257.19,392.86
259.036,394.64
260.863,396.424
262.592,398.102
264.429,399.887
266.148,401.558
267.976,403.329
269.831,405.092
271.587,406.758
273.433,408.516
275.288,410.284
277.034,411.942
278.889,413.705
280.753,415.47
282.5,417.124
284.364,418.901
286.101,420.558
287.966,422.33
289.821,424.087
291.576,425.753
293.458,427.532
295.223,429.195
297.105,430.969
298.879,432.637
300.77,434.42
207.947,343.114
209.721,344.977
211.413,346.747
213.114,348.532
214.924,350.415
216.643,352.196
218.38,353.986
220.108,355.782
221.855,357.583
223.583,359.369
225.329,361.158
227.094,362.949
228.858,364.75
230.613,366.547
232.387,368.345
234.151,370.145
235.834,371.815
236.803,372.765
236.803,372.765
237.662,373.607
239.472,375.393
241.155,377.067
242.956,378.855
244.766,380.67
246.467,382.382
248.249,384.191
250.086,385.967
251.796,387.639
253.615,389.419
255.479,391.202
257.19,392.86
259.036,394.64
260.863,396.424
262.592,398.102
264.429,399.887
266.148,401.558
267.976,403.329
269.831,405.092
271.587,406.758
273.433,408.516
275.288,410.284
277.034,411.942
278.889,413.705
280.753,415.47
282.5,417.124
284.364,418.901
286.101,420.558
287.966,422.33
289.821,424.087
291.576,425.753
293.458,427.532
295.223,429.195
297.105,430.969
298.879,432.637
300.77,434.42
210.475,340.743
212.23,342.603
213.913,344.374
215.614,346.144
217.415,348.013
219.134,349.785
220.871,351.572
222.618,353.364
224.355,355.159
226.092,356.934
227.83,358.708
229.594,360.486
231.377,362.278
233.141,364.065
234.915,365.851
236.688,367.637
238.344,369.312
239.204,370.175
239.204,370.175
240.136,371.11
241.955,372.869
243.665,374.549
245.465,376.341
247.293,378.159
249.004,379.872
250.777,381.658
252.578,383.428
254.288,385.098
256.098,386.865
257.953,388.646
259.663,390.314
261.509,392.1
263.346,393.891
265.065,395.575
266.893,397.362
268.604,399.033
270.413,400.792
272.259,402.543
274.015,404.211
275.861,405.973
277.716,407.743
279.454,409.398
281.309,411.162
283.173,412.925
284.919,414.583
286.793,416.357
288.53,418.006
290.394,419.769
292.258,421.52
294.014,423.18
295.896,424.949
297.661,426.606
299.552,428.371
301.326,430.032
303.235,431.812
210.475,340.743
212.23,342.603
213.913,344.374
215.614,346.144
217.415,348.013
219.134,349.785
220.871,351.572
222.618,353.364
224.355,355.159
226.092,356.934
227.83,358.708
229.594,360.486
231.377,362.278
233.141,364.065
234.915,365.851
236.688,367.637
238.344,369.312
239.204,370.175
239.204,370.175
240.136,371.11
241.955,372.869
243.665,374.549
245.465,376.341
247.293,378.159
249.004,379.872
250.777,381.658
252.578,383.428
254.288,385.098
256.098,386.865
257.953,388.646
259.663,390.314
261.509,392.1
263.346,393.891
265.065,395.575
266.893,397.362
268.604,399.033
270.413,400.792
272.259,402.543
274.015,404.211
275.861,405.973
277.716,407.743
279.454,409.398
281.309,411.162
283.173,412.925
284.919,414.583
286.793,416.357
288.53,418.006
290.394,419.769
292.258,421.52
294.014,423.18
295.896,424.949
297.661,426.606
299.552,428.371
301.326,430.032
303.235,431.812
213.011,338.353
214.776,340.177
216.468,341.942
218.151,343.733
219.933,345.599
221.643,347.377
223.372,349.173
225.1,350.971
226.837,352.756
228.565,354.515
230.303,356.274
232.067,358.046
233.841,359.839
235.614,361.619
237.388,363.394
239.171,365.173
240.836,366.845
241.614,367.624
241.614,367.624
242.609,368.614
244.401,370.369
246.129,372.052
247.948,373.841
249.785,375.645
251.522,377.321
253.332,379.068
255.133,380.819
256.843,382.486
258.653,384.249
260.49,386.048
262.2,387.732
264.028,389.527
265.865,391.31
267.594,392.985
269.431,394.762
271.15,396.422
272.951,398.161
274.779,399.917
276.525,401.596
278.371,403.366
280.217,405.145
281.955,406.812
283.783,408.605
285.61,410.393
287.339,412.073
289.194,413.848
290.922,415.5
292.778,417.267
294.624,419.026
296.379,420.693
298.243,422.465
300.008,424.116
301.89,425.877
303.673,427.537
305.573,429.319
298.16,437.16
299.916,438.849
301.762,440.51
303.671,442.274
305.481,443.943
307.291,445.615
309.101,447.288
311.02,449.067
312.784,450.772
314.585,452.479
316.377,454.183
318.178,455.9
320.015,457.615
321.815,459.312
323.634,461.023
325.453,462.741
327.281,464.466
329.118,466.19
330.955,467.921
332.792,469.652
334.629,471.391
336.475,473.142
338.195,474.765
340.041,476.509
341.887,478.256
343.742,480.003
345.47,481.634
347.326,483.379
349.181,485.126
351.036,486.873
352.773,488.505
354.637,490.263
356.493,492.007
358.357,493.76
360.085,495.397
361.949,497.151
363.696,498.792
365.569,500.556
367.442,502.321
369.198,503.974
371.089,505.752
372.854,507.413
374.736,509.186
376.51,510.852
378.284,512.527
380.184,514.322
381.967,516.002
383.75,517.681
385.668,519.489
387.46,521.176
389.252,522.869
391.043,524.566
392.953,526.37
394.754,528.067
396.555,529.756
398.355,531.447
400.156,533.139
402.084,534.954
403.885,536.649
405.686,538.345
407.495,540.048
409.305,541.748
411.097,543.437
412.898,545.136
414.835,546.958
416.635,548.66
418.445,550.362
420.255,552.062
422.065,553.763
423.875,555.464
425.685,557.169
427.504,558.877
429.305,560.572
431.25,562.395
433.06,564.103
434.87,565.808
436.689,567.515
438.499,569.217
440.309,570.922
442.128,572.626
443.956,574.335
445.784,576.043
447.603,577.744
449.431,579.439
451.241,581.152
453.069,582.864
454.888,584.573
456.716,586.285
458.535,587.995
460.363,589.709
462.191,591.421
464.019,593.138
465.856,594.863
467.666,596.566
469.494,598.286
471.322,600.005
473.15,601.72
474.978,603.437
476.806,605.158
478.634,606.88
480.48,608.603
482.317,610.325
484.154,612.042
485.973,613.747
487.81,615.463
489.638,617.177
491.466,618.892
493.294,620.607
495.122,622.322
496.941,624.035
498.769,625.746
500.588,627.463
502.407,629.18
504.208,630.885
506.027,632.606
507.855,634.306
509.665,636
511.475,637.695
513.285,639.388
515.221,641.201
517.022,642.89
518.832,644.583
520.633,646.274
522.425,647.945
524.334,649.751
526.117,651.435
527.9,653.115
529.818,654.914
531.601,656.587
533.384,658.26
535.293,660.045
537.067,661.712
538.85,663.377
540.732,665.148
542.506,666.804
544.397,668.575
546.162,670.227
548.044,671.994
549.927,673.76
551.682,675.402
553.555,677.159
555.302,678.803
557.184,680.562
559.04,682.302
560.904,684.047
562.641,685.671
564.505,687.407
566.352,689.141
568.207,690.875
570.053,692.606
571.772,694.217
573.609,695.942
575.455,697.676
577.274,699.383
579.102,701.1
580.93,702.811
582.749,704.52
584.568,706.226
586.514,708.039
588.324,709.737
590.134,711.435
591.944,713.131
593.745,714.817
595.545,716.504
597.455,718.301
599.247,719.983
601.038,721.661
602.939,723.449
604.722,725.123
606.504,726.797
608.423,728.573
610.215,730.239
612.097,731.999
613.88,733.66
615.771,735.432
617.554,737.093
619.337,738.757
621.246,740.534
623.038,742.205
624.83,743.882
626.748,745.678
628.54,747.35
630.341,749.035
632.151,750.724
634.078,752.531
635.897,754.229
637.707,755.932
639.535,757.634
641.354,759.338
643.191,761.054
645.01,762.759
646.847,764.475
648.675,766.194
650.512,767.915
652.358,769.641
654.195,771.36
655.906,772.973
657.752,774.714
659.607,776.455
661.462,778.203
663.317,779.938
665.055,781.566
666.919,783.313
668.792,785.056
670.539,786.685
672.412,788.431
674.285,790.174
676.023,791.793
677.878,793.549
679.76,795.318
681.489,796.948
683.362,798.705
685.235,800.465
686.991,802.103
688.873,803.855
690.755,805.611
692.511,807.255
694.411,809.019
696.176,810.671
698.067,812.44
699.823,814.079
701.705,815.849
703.461,817.507
705.352,819.289
707.108,820.951
708.999,822.732
710.764,824.404
712.673,826.172
714.447,827.827
716.338,829.592
718.103,831.244
720.003,833.02
721.777,834.677
723.668,836.45
725.433,838.108
727.324,839.882
729.089,841.537
730.98,843.315
732.754,844.975
734.636,846.742
736.401,848.392
738.292,850.163
740.056,851.812
741.939,853.573
743.703,855.222
744.871,856.313
744.871,856.313
745.586,856.983
747.35,858.627
749.233,860.391
751.124,862.161
752.87,863.798
754.753,865.558
756.508,867.2
758.381,868.957
760.255,870.714
762.001,872.353
763.874,874.11
765.748,875.865
767.485,877.504
769.358,879.262
771.213,881.003
772.942,882.634
774.797,884.376
776.643,886.114
778.489,887.848
780.335,889.575
782.172,891.301
784.009,893.019
785.846,894.736
787.674,896.44
789.475,898.134
791.294,899.838
793.104,901.536
794.914,903.231
796.714,904.92
798.633,906.718
800.425,908.397
802.216,910.073
804.126,911.86
805.89,913.52
807.791,915.301
809.555,916.961
811.438,918.726
813.193,920.377
815.057,922.133
816.921,923.891
818.659,925.533
820.523,927.293
822.369,929.046
824.116,930.698
825.998,932.444
827.862,934.193
829.617,935.845
831.5,937.607
833.255,939.265
835.147,941.039
836.92,942.709
838.802,944.486
840.585,946.162
842.368,947.843
844.277,949.63
846.06,951.315
847.852,952.995
849.761,954.794
851.553,956.482
853.344,958.167
855.145,959.858
857.046,961.649
858.837,963.332
860.629,965.014
862.529,966.8
864.303,968.485
866.077,970.168
867.968,971.961
869.742,973.642
871.524,975.329
873.406,977.11
875.18,978.782
877.071,980.563
878.836,982.231
880.727,984.006
882.492,985.668
884.374,987.439
886.139,989.092
888.021,990.86
889.776,992.518
891.64,994.267
893.514,996.024
895.26,997.666
897.124,999.418
898.979,1001.17
900.834,1002.92
902.572,1004.56
904.418,1006.31
906.273,1008.06
908.101,1009.8
909.82,1011.43
911.666,1013.18
913.512,1014.91
915.34,1016.65
917.177,1018.38
919.005,1020.11
920.842,1021.85
922.679,1023.58
924.498,1025.3
926.326,1027.02
928.135,1028.74
929.963,1030.48
931.782,1032.21
933.492,1033.83
935.311,1035.55
937.139,1037.28
938.967,1039
940.885,1040.82
942.704,1042.54
944.523,1044.25
946.342,1045.97
948.161,1047.69
949.971,1049.41
951.789,1051.12
953.608,1052.84
955.427,1054.57
957.237,1056.28
959.056,1058
960.875,1059.72
962.693,1061.44
964.503,1063.16
966.331,1064.89
968.15,1066.62
969.978,1068.35
971.797,1070.08
973.615,1071.82
975.335,1073.44
977.154,1075.17
978.981,1076.9
980.8,1078.63
982.628,1080.36
984.447,1082.09
986.275,1083.83
988.094,1085.56
989.903,1087.28
991.722,1089.01
993.532,1090.74
995.351,1092.47
997.17,1094.2
998.988,1095.92
1000.82,1097.64
1002.64,1099.37
1004.47,1101.1
1006.29,1102.82
1008.11,1104.56
1009.95,1106.3
1011.77,1108.04
1013.48,1109.66
1015.31,1111.41
1017.14,1113.16
1018.97,1114.91
1020.8,1116.65
1022.6,1118.38
1024.42,1120.11
1026.23,1121.83
1028.04,1123.56
1029.84,1125.28
1031.65,1127
1033.45,1128.71
1035.27,1130.42
1037.07,1132.12
1038.85,1133.83
1040.75,1135.65
1042.53,1137.36
1044.32,1139.07
1046.11,1140.78
1047.89,1142.48
1049.78,1144.3
1051.57,1145.99
