2,0,23.24,985.215
2,1,23.574,1553.83
2,2,24.426,1894.16
2,3,23.848,1804.6
2,4,24.255,1998.82
2,5,24.087,1977.52
2,6,23.733,1157.14
2,7,24.537,1950.37
2,8,23.243,376.391
2,9,23.073,336.868
2,10,23.68,2111.7
2,11,23.11,224.586
2,12,23.55,2114.06
2,13,23.305,563.178
2,14,23.698,521.566
2,15,23.791,1743.22
2,16,23.521,1087.71
2,17,23.127,824.273
2,18,23.407,654.006
2,19,24.108,2010.35
2,20,23.397,210.99
2,21,23.648,1499.1
2,22,23.484,195.23
2,23,23.093,1697.5
2,24,24.512,1897.09
2,25,24.033,1991.15
2,26,23.182,461.571
2,27,24.035,1234.43
2,28,22.851,340.001
2,29,23.629,718.512
2,30,23.497,1609.87
2,31,23.791,924.481
2,32,24.029,1249.1
2,33,24.085,1306.11
2,34,23.421,120.553
2,35,23.565,2114.63
2,36,23.496,893.65
2,37,23.879,2022
2,38,23.864,1628.05
2,39,23.877,1812.16
2,40,24.296,2080.67
2,41,23.224,521.243
2,42,23.196,1024.84
2,43,22.876,482.812
2,44,23.229,477.801
2,45,23.256,1705.94
2,46,22.949,304.865
2,47,23.017,75.078
2,48,23.299,279.679
2,49,23.263,1706.93
2,50,23.627,1607.79
2,51,23.031,2129.58
2,52,23.19,1720.29
2,53,23.336,1697
2,54,22.999,365.987
2,55,23.337,531.283
2,56,22.85,956.101
2,57,24,1175.91
2,58,22.902,204.963
2,59,23.57,1727.71
2,60,23.684,633.168
2,61,24.285,1357.74
2,62,24.166,1383.01
2,63,23.114,1771.97
2,64,23.688,552.855
2,65,23.144,561.737
2,66,23.831,1194.86
2,67,23.955,1461.12
2,68,23.944,1208.02
2,69,24.217,1394.62
2,70,24.163,1441.62
2,71,23.73,1793.69
2,72,23.495,778.672
2,73,23.535,513.594
2,74,23.212,207.836
2,75,23.146,790.736
2,76,23.483,610.461
2,77,23.963,1871.79
2,78,23.839,1240.62
2,79,24.392,1483.19
2,80,24.066,2005.28
2,81,23.561,1182.81
2,82,23.837,1166.92
2,83,23.083,82.654
2,84,23.35,1752.25
2,85,24.243,1449.87
2,86,23.917,1884.46
2,87,23.223,827.384
2,88,23.013,403.99
2,89,23.391,688.401
2,90,23.759,1103.78
2,91,23.243,818.86
2,92,23.438,655.77
2,93,23.695,465.089
2,94,23.629,1533.99
2,95,23.026,530.443
2,96,22.701,246.451
2,97,24.014,1233.03
2,98,22.935,260.354
2,99,24.153,1409.77
2,100,23.157,327.764
2,101,23.804,1668.7
2,102,23.646,2154.39
2,103,24.172,1279.76
2,104,23.521,585.697
2,105,24.631,1443.61
2,106,23.793,470.938
2,107,23.728,620.252
2,108,24.017,1443.11
2,109,24.225,1258.42
2,110,24.483,1432.31
2,111,23.122,882.58
2,112,23.192,924.328
2,113,23.878,1866.55
2,114,23.562,1145.87
2,115,23.872,1499.74
2,116,22.829,375.571
2,117,23.886,1676.33
2,118,24.17,2013.94
2,119,23.339,728.454
2,120,23.088,958.371
2,121,23.666,1215.47
2,122,23.495,778.274
2,123,24.027,1292.65
2,124,23.41,1143.95
2,125,23.75,1843.21
2,126,23.393,1778.79
2,127,24.1,1386.95
2,128,23.413,242.969
2,129,24.408,1899.99
2,130,23.038,989.596
2,131,23.153,565.685
2,132,23.064,1063.78
2,133,23.146,325.616
2,134,23.857,2017.44
2,135,24.221,1421.48
2,136,23.806,1478.36
2,137,22.935,943.136
2,138,23.512,1790.49
2,139,23.051,1029.91
2,140,23.792,1479.3
2,141,23.091,2163.6
2,142,23.553,1550.05
2,143,24.565,1917.07
2,144,23.404,419.705
2,145,23.626,492.358
2,146,22.901,255.479
2,147,23.545,417.98
2,148,22.968,552.236
2,149,23.18,404.545
2,150,23.892,782.65
2,151,23.775,2087.39
2,152,23.278,1007.59
2,153,24.655,1371.36
2,154,23.392,737.491
2,155,23.313,1745
2,156,24.084,1436.77
2,157,23.666,1564.04
