1,0,12.34,834.94,,2,0,23.24,985.215,,3,0,34.593,762.136,,4,0,45.104,1198.48
1,1,12.414,842.339,,2,1,23.574,1553.83,,3,1,34.476,1174.98,,4,1,45.589,2153.58
1,2,12.45,832.318,,2,2,24.426,1894.16,,3,2,34.864,1506.26,,4,2,44.297,212.399
1,3,11.986,683.492,,2,3,23.848,1804.6,,3,3,34.239,804.744,,4,3,46.434,2065.19
1,4,12.696,1844.7,,2,4,24.255,1998.82,,3,4,35.148,1923.16,,4,4,46.655,2101.71
1,5,12.52,490.929,,2,5,24.087,1977.52,,3,5,34.664,883.614,,4,5,45.06,898.908
1,6,13.56,1015.95,,2,6,23.733,1157.14,,3,6,34.842,567.49,,4,6,45.79,1538.44
1,7,12.736,1817.61,,2,7,24.537,1950.37,,3,7,34.824,1768.89,,4,7,46.475,1996.88
1,8,12.353,1307.78,,2,8,23.243,376.391,,3,8,35.531,1643.3,,4,8,45.037,1731.52
1,9,11.223,1722.02,,2,9,23.073,336.868,,3,9,34.729,1802.91,,4,9,45.106,743.167
1,10,12.684,883.328,,2,10,23.68,2111.7,,3,10,35.037,1581.17,,4,10,44.562,904.64
1,11,13.265,1458.52,,2,11,23.11,224.586,,3,11,34.943,1352.58,,4,11,45.525,552.625
1,12,12.025,54.432,,2,12,23.55,2114.06,,3,12,34.475,674.641,,4,12,44.228,170.711
1,13,12.696,888.346,,2,13,23.305,563.178,,3,13,34.744,711.65,,4,13,45.991,434.001
1,14,12.932,1057.76,,2,14,23.698,521.566,,3,14,34.56,493.686,,4,14,45.36,619.442
1,15,11.269,291.767,,2,15,23.791,1743.22,,3,15,35.023,374.397,,4,15,45.875,1897.6
1,16,12.186,573.542,,2,16,23.521,1087.71,,3,16,35.031,1925.37,,4,16,45.888,1898.52
1,17,11.778,1706.69,,2,17,23.127,824.273,,3,17,34.698,561.235,,4,17,46.316,2008.61
1,18,13.596,1093.69,,2,18,23.407,654.006,,3,18,35.083,1691.57,,4,18,45.095,894.31
1,19,12.427,1668.29,,2,19,24.108,2010.35,,3,19,33.997,943.634,,4,19,45.7,1804.56
1,20,12.855,392.843,,2,20,23.397,210.99,,3,20,34.573,1814.15,,4,20,46.014,1942.84
1,21,11.493,35.859,,2,21,23.648,1499.1,,3,21,34.775,1331.8,,4,21,45.552,1909.77
1,22,13.509,480.55,,2,22,23.484,195.23,,3,22,35.351,2000,,4,22,45.093,1731.73
1,23,12.758,473.615,,2,23,23.093,1697.5,,3,23,35.015,1977.99,,4,23,46.544,2105.31
1,24,12.416,1576.72,,2,24,24.512,1897.09,,3,24,35.063,1683.18,,4,24,45.716,377.264
1,25,11.915,1771.1,,2,25,24.033,1991.15,,3,25,35.643,2005.47,,4,25,45.695,1540.54
1,26,13.196,444.481,,2,26,23.182,461.571,,3,26,34.58,1458.01,,4,26,46.336,2118.16
1,27,11.558,344.491,,2,27,24.035,1234.43,,3,27,35.255,1978.71,,4,27,44.908,123.853
1,28,12.187,2125.11,,2,28,22.851,340.001,,3,28,34.449,1228.73,,4,28,45.181,1070.99
1,29,12.774,1888.31,,2,29,23.629,718.512,,3,29,34.822,1815.35,,4,29,45.653,1366.48
1,30,13.294,1948.43,,2,30,23.497,1609.87,,3,30,34.823,263.998,,4,30,46.284,2120.61
1,31,13.082,1952.01,,2,31,23.791,924.481,,3,31,34.925,1600.16,,4,31,45.273,805.23
1,32,13.05,1935.39,,2,32,24.029,1249.1,,3,32,34.446,892.606,,4,32,45.683,461.745
1,33,12.797,1554.86,,2,33,24.085,1306.11,,3,33,35.408,431.973,,4,33,46.155,1989.69
1,34,13.239,1441.48,,2,34,23.421,120.553,,3,34,35.089,2000.98,,4,34,45.16,1826.61
1,35,13.171,1934.5,,2,35,23.565,2114.63,,3,35,34.899,1979.94,,4,35,45.796,461.022
1,36,12.823,1885.79,,2,36,23.496,893.65,,3,36,35.085,2018.52,,4,36,45.214,999.188
1,37,12.432,2054.66,,2,37,23.879,2022,,3,37,34.452,1315.21,,4,37,45.511,628.093
1,38,12.815,1484.49,,2,38,23.864,1628.05,,3,38,35.105,1657.01,,4,38,45.874,1746.86
1,39,13.282,941.726,,2,39,23.877,1812.16,,3,39,35.424,1577.38,,4,39,45.44,1563.85
1,40,12.565,531.794,,2,40,24.296,2080.67,,3,40,34.661,527.541,,4,40,44.978,1507.34
1,41,12.62,2075.65,,2,41,23.224,521.243,,3,41,33.59,78.664,,4,41,45.83,2125.13
1,42,11.743,304.303,,2,42,23.196,1024.84,,3,42,34.961,1627.03,,4,42,45.621,1678.34
1,43,12.338,760.496,,2,43,22.876,482.812,,3,43,34.822,1694.18,,4,43,45.238,535.207
1,44,12.045,734.469,,2,44,23.229,477.801,,3,44,34.893,1555.42,,4,44,45.628,1318.77
1,45,11.897,668.346,,2,45,23.256,1705.94,,3,45,34.985,1739.54,,4,45,44.872,1201.85
1,46,12.73,418.443,,2,46,22.949,304.865,,3,46,33.457,38.969,,4,46,45.776,697.675
1,47,13.231,1207.13,,2,47,23.017,75.078,,3,47,34.653,1239.01,,4,47,45.197,1218.1
1,48,13.388,1119.19,,2,48,23.299,279.679,,3,48,35.566,2075.41,,4,48,45.784,1776.85
1,49,12.452,492.852,,2,49,23.263,1706.93,,3,49,34.186,1077.44,,4,49,44.51,162.388
1,50,13.066,1836.54,,2,50,23.627,1607.79,,3,50,34.596,1347.99,,4,50,44.657,338.459
1,51,11.538,1721.93,,2,51,23.031,2129.58,,3,51,34.596,789.892,,4,51,44.97,368.426
1,52,11.626,139.279,,2,52,23.19,1720.29,,3,52,35.273,1676.36,,4,52,46.002,1474.45
1,53,13.058,1403.36,,2,53,23.336,1697,,3,53,34.861,708.318,,4,53,45.913,1617.4
1,54,12.512,2117.55,,2,54,22.999,365.987,,3,54,33.144,190.798,,4,54,45.008,254.538
1,55,11.919,2131.08,,2,55,23.337,531.283,,3,55,34.261,93.185,,4,55,44.912,1275.18
1,56,12.779,1343.36,,2,56,22.85,956.101,,3,56,34.439,1247.58,,4,56,46.141,1406.76
1,57,11.36,54.878,,2,57,24,1175.91,,3,57,34.572,651.095,,4,57,45.018,1083.6
1,58,13.757,1048.83,,2,58,22.902,204.963,,3,58,34.11,989.133,,4,58,45.103,1037.48
1,59,12.985,1109.48,,2,59,23.57,1727.71,,3,59,33.783,126.105,,4,59,45.57,1874.79
