4,0,45.104,1198.48
4,1,45.589,2153.58
4,2,44.297,212.399
4,3,46.434,2065.19
4,4,46.655,2101.71
4,5,45.06,898.908
4,6,45.79,1538.44
4,7,46.475,1996.88
4,8,45.037,1731.52
4,9,45.106,743.167
4,10,44.562,904.64
4,11,45.525,552.625
4,12,44.228,170.711
4,13,45.991,434.001
4,14,45.36,619.442
4,15,45.875,1897.6
4,16,45.888,1898.52
4,17,46.316,2008.61
4,18,45.095,894.31
4,19,45.7,1804.56
4,20,46.014,1942.84
4,21,45.552,1909.77
4,22,45.093,1731.73
4,23,46.544,2105.31
4,24,45.716,377.264
4,25,45.695,1540.54
4,26,46.336,2118.16
4,27,44.908,123.853
4,28,45.181,1070.99
4,29,45.653,1366.48
4,30,46.284,2120.61
4,31,45.273,805.23
4,32,45.683,461.745
4,33,46.155,1989.69
4,34,45.16,1826.61
4,35,45.796,461.022
4,36,45.214,999.188
4,37,45.511,628.093
4,38,45.874,1746.86
4,39,45.44,1563.85
4,40,44.978,1507.34
4,41,45.83,2125.13
4,42,45.621,1678.34
4,43,45.238,535.207
4,44,45.628,1318.77
4,45,44.872,1201.85
4,46,45.776,697.675
4,47,45.197,1218.1
4,48,45.784,1776.85
4,49,44.51,162.388
4,50,44.657,338.459
4,51,44.97,368.426
4,52,46.002,1474.45
4,53,45.913,1617.4
4,54,45.008,254.538
4,55,44.912,1275.18
4,56,46.141,1406.76
4,57,45.018,1083.6
4,58,45.103,1037.48
4,59,45.57,1874.79
4,60,45.452,1764.77
4,61,44.954,279.423
4,62,44.856,857.972
4,63,45.24,1167.78
4,64,45.408,297.595
4,65,45.452,615.341
4,66,46.339,2048.4
4,67,46.373,2075.65
4,68,45.539,1095.9
4,69,45.122,412.736
4,70,45.561,1308.57
4,71,45.929,1483.44
4,72,45.669,1330.72
4,73,45.609,1307.14
4,74,46.402,2152.11
4,75,44.627,406.066
4,76,45.317,1781.62
4,77,45.409,751.478
4,78,45.261,1141.72
4,79,45.217,1049.91
4,80,45.254,1333.37
4,81,45.635,1855.51
4,82,44.786,83.141
4,83,45.549,1377.01
4,84,45.26,1182.58
4,85,44.94,816.158
4,86,44.866,1095.33
4,87,46.169,1976.31
4,88,45.819,1328.02
4,89,45.401,1408.21
4,90,44.855,958.166
4,91,45.3,1238.02
4,92,44.227,227.224
4,93,45.304,1794.55
4,94,45.55,1865.18
4,95,45.625,723.425
4,96,45.484,1136.3
4,97,44.86,921.798
4,98,45.115,1265.54
4,99,45.847,1664.04
4,100,45.423,665.151
4,101,45.354,1760.95
4,102,45.084,833.082
4,103,44.421,236.437
4,104,45.511,1591.56
4,105,45.622,716.477
4,106,45.405,1333.07
4,107,45.207,1269.22
4,108,45.203,1066.49
4,109,45.874,1703.48
4,110,44.18,245.054
4,111,45.541,1472.02
4,112,46.164,2024.2
4,113,45.476,1878.49
4,114,44.698,113.587
4,115,46.181,2035.64
4,116,45.599,1514.65
4,117,44.964,1233.4
4,118,45.12,892.513
4,119,44.769,974.478
4,120,45.138,1111.45
4,121,44.417,222.775
4,122,45.359,133.181
4,123,44.373,203.05
4,124,44.723,1096.06
4,125,45.507,1220.4
4,126,45.363,1337.61
4,127,45.02,758.311
4,128,44.722,390.921
4,129,46.147,2046.75
4,130,45.539,1606.08
4,131,46.37,2148.8
4,132,45.281,680.337
4,133,45.756,1472.72
4,134,45.266,1149.1
4,135,45.094,1046.56
4,136,46.204,1956.76
4,137,44.997,875.999
4,138,44.713,361.474
4,139,46.082,462.518
4,140,46.054,2059.53
4,141,45.533,1509.65
4,142,44.993,340.316
4,143,46.19,2038.15
4,144,45.408,1148.76
4,145,45.636,1896.07
4,146,44.581,923.489
4,147,44.909,932.781
4,148,46.322,2055.9
